q_type,question,answer
general_info,What is the window period for STI testing?,"The window period is the time after exposure to an STI during which the virus or bacteria is not detectable by tests, as it takes time for the body to produce detectable antibodies."
prevention,How should condoms be stored?,"Condoms should be stored in a cool, dry drawer or cabinet."
prevention,How should condoms be handled for safe use?,"Check the expiration date, open the packet carefully (using fingernail scissors if needed), learn how to put on a condom correctly, learn how to size a condom correctly, use the right lubricant, never double-bag, and never reuse condoms."
general_info,What should be assessed when a condom breaks during sex?,"Assess the extent of the rupture (major rip, small hole, tear) and the extent of semen exposure, including pre-seminal fluid."
general_info,What percentage of people with HIV in the US are unaware of their status?,Around 13% of people living with HIV in the United States are unaware of their status.
testing,Why is the HIV RNA test not typically used for initial screening?,The HIV RNA test is expensive and offers only a minor time difference over the more often used antigen/antibody test.
general_info,What is the overall lifetime risk of HIV for males?,The lifetime risk of HIV is one in 68 for males.
general_info,What is the overall lifetime risk of HIV for females?,The lifetime risk of HIV is one in 253 for females.
general_info,What is the lifetime risk of HIV for Black males?,The lifetime risk of HIV is one in 22 for Black males.
general_info,What is the lifetime risk of HIV for Latinx males?,The lifetime risk of HIV is one in 51 for Latinx males.
general_info,What is the lifetime risk of HIV for White males?,The lifetime risk of HIV is one in 140 for White males.
general_info,What is the lifetime risk of HIV for men who have sex with men (MSM)?,"As a group, MSM have a one-in-six lifetime risk of HIV."
general_info,What is the lifetime risk of HIV for White MSM?,White MSM have a one-in-11 lifetime risk of HIV.
general_info,What is the lifetime risk of HIV for Latinx MSM?,Latinx MSM have a one-in-five lifetime risk of HIV.
general_info,What is the lifetime risk of HIV for Black MSM?,Black MSM have a one-in-two lifetime risk of HIV.
prevention,How can one prevent the spread of HIV?,"Use a condom during sex, reduce your number of sexual partners, consider using pre-exposure prophylaxis (PrEP), get tested for other STDs and ask your partners to do the same, and don't share drug needles with others."
general_info,What is AIDS?,Acquired immunodeficiency syndrome (AIDS) is a condition where a person’s immune system is weakened or ineffective due to the human immunodeficiency virus (HIV).
general_info,What is HIV?,"Human immunodeficiency virus (HIV) is a virus that attacks the cells of the immune system, making the body more vulnerable to other infections and diseases. It is transmitted through contact with infected bodily fluids like blood, semen, and vaginal fluids."
treatment,Is there a cure for HIV?,"There is currently no cure for HIV, but there are treatments that can significantly extend and improve the quality of life for people living with the virus. Taking HIV medicine every day as prescribed stops the progression of the disease."
general_info,What is the HIV window period?,"The window period is the time between when a person gets HIV and when a test can accurately detect it. During this period, a person can still transmit the virus even if it is not detected by a test."
general_info,How is HIV detected?,Antibody tests that use blood from a vein will detect HIV sooner than tests done with blood from a finger prick or with oral fluid. No HIV tests can detect HIV immediately after exposure to the virus.
general_info,Where can I find treatment advice or referrals for HIV?,You can call the 24-hour HIVInfo hotline at 1-800-HIV-0440 (1-800-448-0440) to access treatment advice or referrals.
general_info,What should I discuss with my doctor when diagnosed with HIV?,The aim of your first doctor’s appointment is to find a specialist who is not only knowledgeable and experienced but is willing to maintain a long-term partnership with you. This means that information is shared with you completely in a language you understand so that you can make a fully informed choice rather than simply being told what to do.
